SUC;SO-·Bus 39/G-G1;SO-·Bus 37/G-G8;SO-·Bus 32/G-G3;SO-·Bus 34/G-G5;SO-·Bus 31/G-G2;SO-·Bus 33/G-G4;SO-·Bus 36/G-G7;SO-·Bus 38/G-G9;SO-·Bus 35/G-G6;SO-·Bus 25/L-Load_Bus_25;SO-·Bus 3/L-Load 3;SO-·Bus 39/L-Load_39;SO-·Bus 26/L-Load_26;SO-·Bus 12/L-Load_12;SO-·Bus 16/L-Load_16;SO-·Bus 7/L-Load_7;SO-·Bus 27/L-Load_27;SO-·Bus 31/L-Load 31;SO-·Bus 4/L-Load_4;SO-·Bus 29/L-Load_29;SO-·Bus 18/L-Load_18;SO-·Bus 24/L-Load_24;SO-·Bus 15/L-Load_15;SO-·Bus 28/L-Load_28;SO-·Bus 23/L-Load_23;SO-·Bus 20/L-Load_20;SO-·Bus 21/L-Load_21;SO-·Bus 8/L-Load_8;SO-·Bus 30/G-G10
SUC;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0
798;443.08118;0;649.9982;0;0;631.9982;25;829.9982;649.9982;110.69936;175.76278;164.85795;81.3606;296.18673;579.62847;118.93895;140.0158;4.587;223.12729;131.56926;84.33667;131.39158;130.25598;121.87654;136.41024;139.28934;368.75953;3.18414;-25.0018
799;999.9982;0;0;507.9982;0;631.9982;5;38.16843;649.9982;106.56285;143.92502;146.03732;79.17347;243.88438;481.40425;122.4346;157.02666;4.57901;204.24975;129.11668;67.01224;124.73089;145.08672;95.79758;111.2938;124.63448;281.7939;3.97231;-5.0018
800;999.9982;539.9982;83.04986;0;299.9982;0;520;0;649.9982;122.70275;160.96404;176.04039;67.63382;330.8712;661.73182;123.0604;119.3821;5.74187;279.83526;174.38956;69.28973;183.18187;156.03501;87.24798;151.49723;143.15508;299.93157;4.02563;289.9982
801;999.9982;539.9982;344.42592;507.9982;299.9982;0;50;829.9982;0;128.55081;188.41205;206.33767;62.59254;342.06487;623.32424;134.95685;147.16553;5.78786;318.85235;138.9123;99.73822;159.84986;160.98357;101.8036;155.64336;151.07512;322.97693;4.33279;-50.0018
802;899.9982;539.9982;549.9982;0;299.9982;0;-40;729.9982;77.28563;220.62469;114.65869;217.59302;166.62302;268.20725;615.10052;214.37014;172.84728;4.87957;235.55996;139.44345;107.49253;208.29326;193.9498;114.06914;125.40941;131.32121;220.44589;104.88317;389.9982
803;999.9982;0;649.9982;0;0;588.7037;-15;829.9982;649.9982;134.42792;182.38086;198.71339;74.73869;333.62921;676.49634;148.30069;157.27961;5.68002;357.0276;141.99011;93.42504;175.18351;229.47904;146.84612;132.72188;145.25229;308.32166;3.89572;14.9982
804;999.9982;539.9982;649.9982;507.9982;299.9982;0;540;372.47433;0;112.1919;190.83349;168.46927;74.08986;328.24981;686.62758;162.7385;145.96302;5.53887;304.95289;191.55227;107.31427;209.33405;231.42264;148.85442;162.16094;175.94414;442.89771;4.27233;19.9982
805;999.9982;0;649.9982;507.9982;299.9982;0;-25;426.67864;649.9982;157.27249;196.16468;203.2144;68.16837;326.31651;614.89501;132.98271;150.63881;5.81498;298.89258;163.57943;102.98109;164.94383;196.30304;137.69532;171.43493;186.48104;428.39407;4.29776;274.9982
806;999.9982;0;0;0;299.9982;631.9982;575;811.32738;0;158.57775;171.28142;176.65677;93.45061;266.18783;620.45692;112.30959;186.40023;6.16401;311.55699;144.63901;90.74424;156.81498;153.78526;102.45719;150.04212;169.39748;407.51673;5.21694;234.9982
807;0;539.9982;649.9982;0;299.9982;0;575;590.40044;649.9982;129.02059;201.49845;201.91667;71.66109;311.7915;546.03933;158.53027;168.66361;5.26924;253.43915;190.97173;91.33769;184.86924;218.6116;125.40822;131.77109;155.83596;320.32822;4.01893;234.9982
808;0;539.9982;150.48783;507.9982;299.9982;631.9982;570;829.9982;0;115.27075;168.27136;180.93496;71.76271;286.89847;652.12794;136.16264;153.41093;5.37945;333.61053;156.38339;94.75512;172.05149;153.67175;114.42557;162.19335;134.2574;356.26202;3.63058;-10.0018
809;999.9982;539.9982;649.9982;0;299.9982;0;570;414.71711;0;111.96723;172.59374;180.72242;66.39562;260.52944;618.50105;148.10618;149.53157;5.14859;263.22597;162.10033;106.05305;161.53806;179.19379;131.90919;134.51057;151.41439;389.73248;3.60957;-10.0018
810;999.9982;0;649.9982;507.9982;0;631.9982;55;661.48138;0;107.21016;192.37318;221.53702;82.7393;294.50883;677.5935;145.02545;149.09719;4.43871;248.76;183.12611;83.18761;165.38803;165.74542;145.63979;165.29924;190.00918;402.94701;4.27936;194.9982
811;999.9982;539.9982;126.33103;0;299.9982;0;35;829.9982;649.9982;125.47905;179.03376;202.50525;98.07838;295.75992;569.56983;171.55971;147.93991;5.08062;326.24723;181.84174;106.73016;205.36743;181.916;137.17114;136.47621;149.80996;398.28517;5.00424;214.9982
812;999.9982;0;649.9982;507.9982;0;152.36386;-20;829.9982;649.9982;125.06699;204.98651;199.68727;98.26529;372.92594;769.87288;132.99955;143.82894;5.00931;274.12506;195.25747;83.58517;177.69276;181.32866;106.4071;119.8989;188.26765;331.60312;5.2362;19.9982
813;999.9982;0;0;507.9982;0;631.9982;605;0;444.58521;115.31916;203.75498;151.31053;82.30352;241.02864;519.91765;136.05824;172.18373;5.03064;257.31578;157.33967;100.57934;191.9893;207.7101;111.13238;138.32628;139.28023;393.8518;3.59453;204.9982
814;14.26287;539.9982;649.9982;507.9982;299.9982;0;30;829.9982;649.9982;132.16154;184.132;180.41888;61.657;258.61158;699.89138;147.29122;145.3483;5.42262;268.75056;163.12394;88.16212;168.07187;168.62556;95.31853;114.78044;158.52539;379.43906;4.05692;-30.0018
815;0;539.9982;545.28395;0;299.9982;631.9982;525;0;649.9982;124.51782;177.75622;147.36996;64.90107;285.10535;506.15922;121.2056;176.1569;4.10457;231.52911;167.24893;90.32978;175.9195;193.32077;97.54129;110.83979;152.76142;332.67073;4.5676;34.9982
816;999.9982;0;584.24218;0;299.9982;631.9982;615;0;0;121.15214;181.37446;179.63334;82.03732;307.0957;645.93518;109.99886;155.68519;4.76959;302.50755;128.65829;66.62993;129.85772;152.43441;121.14943;127.71962;118.30724;322.03179;4.04576;194.9982
817;0;539.9982;63.92181;0;0;631.9982;-15;829.9982;649.9982;103.57048;136.62991;167.10427;78.23708;276.63207;460.50662;113.06678;123.31926;3.75977;286.85759;123.74839;90.17959;136.23133;181.13779;111.501;99.4875;121.90618;290.80515;3.08751;264.9982
818;0;539.9982;649.9982;0;299.9982;631.9982;15;829.9982;36.39451;103.81947;135.02643;125.91759;78.97831;244.46383;551.62712;126.8286;152.1938;3.58517;267.7765;157.03134;86.97754;164.22819;135.00794;106.7824;116.19409;110.68853;259.35367;3.31979;-15.0018
819;999.9982;539.9982;126.01352;507.9982;299.9982;0;-55;0;649.9982;121.84919;178.00503;172.01208;74.80193;262.56885;534.60605;124.26668;138.94272;4.72935;260.08037;137.88295;65.57108;131.34017;167.79486;90.26883;117.02976;135.18874;341.87144;3.95003;54.9982
820;0;539.9982;0;507.9982;299.9982;631.9982;610;161.53892;0;91.6039;158.27644;175.60919;64.80643;287.45282;510.05338;88.73928;138.84903;3.9067;258.35824;151.88845;79.12133;153.21502;140.00572;100.26499;101.74451;129.71132;257.16339;2.89723;199.9982
821;999.9982;0;123.45898;0;299.9982;631.9982;-20;0;649.9982;120.28814;150.4684;173.35847;68.35592;263.93019;499.93754;113.23086;104.679;3.93164;264.86875;156.82641;61.59098;120.95279;142.36297;84.99854;119.26592;121.6232;323.05497;3.78587;269.9982
822;490.15223;539.9982;0;507.9982;299.9982;631.9982;515;0;0;82.68764;142.41232;144.74433;74.56763;264.73348;581.97372;102.89238;152.11653;4.02304;247.26391;111.85652;85.85475;144.75597;155.47139;75.59946;111.26636;147.39323;337.31864;3.80795;44.9982
823;999.9982;0;0;0;0;631.9982;525;0;244.97391;107.98839;123.30918;170.11825;66.33094;219.55038;415.71583;90.44619;131.73844;4.80774;253.68454;135.47481;62.40666;116.79578;135.6881;101.9384;90.12834;145.75928;258.54954;3.85914;284.9982
824;0;0;649.9982;507.9982;0;631.9982;505;271.56029;0;97.38761;137.72152;174.86214;70.91949;245.16427;412.8874;111.83214;147.5712;4.42748;218.73224;136.94198;84.33084;134.48008;148.09551;112.30235;93.3879;135.1518;345.67575;3.38524;304.9982
825;999.9982;0;0;0;299.9982;631.9982;595;0;522.32504;90.56815;142.91531;133.25724;56.7484;278.23136;531.80908;95.41736;123.36905;4.33412;263.12508;116.63235;85.17252;167.13492;131.88119;122.00681;128.51734;139.52164;340.5753;4.00517;-35.0018
826;754.03713;539.9982;0;507.9982;299.9982;631.9982;605;0;0;121.15131;155.67578;188.08374;66.56001;265.89509;689.01991;100.43768;171.58135;4.46421;236.65768;122.54582;100.35691;164.8814;140.68411;97.45154;134.0062;143.48743;323.08749;3.42229;-45.0018
827;999.9982;0;0;507.9982;299.9982;631.9982;590;0;563.49455;148.87089;177.5566;207.86061;86.38486;276.99251;636.53789;118.607;166.35789;4.54094;318.99307;157.92944;80.69541;200.69833;149.35213;124.46532;156.36848;138.73292;338.63041;4.04918;-30.0018
828;999.9982;0;0;507.9982;299.9982;631.9982;600;0;468.2329;134.64497;178.57626;158.51879;87.16803;249.58701;714.21664;150.62882;138.43473;6.36741;256.43511;189.41425;74.9896;145.70789;174.25228;101.36846;117.39713;182.55349;336.30172;3.66753;-40.0018
829;999.9982;539.9982;649.9982;507.9982;0;0;-50;829.9982;116.70215;140.7323;191.18855;228.84375;71.86225;363.41368;638.51714;159.64909;134.46189;5.39653;294.52732;195.39051;83.74747;151.54109;220.02283;95.90534;133.24761;144.91549;315.26311;4.61321;49.9982
830;999.9982;539.9982;0;507.9982;299.9982;0;535;0;541.1758;146.0532;205.99882;154.82468;73.96599;306.18649;649.07424;146.7377;183.61785;5.72041;321.52741;167.25834;100.12443;179.20336;149.35147;111.99942;157.38988;162.82134;401.18865;3.60103;274.9982
831;999.9982;0;0;0;299.9982;631.9982;45;536.95701;649.9982;133.80829;176.07726;171.73752;85.91697;277.78312;584.72949;115.90837;128.81215;4.53282;242.43424;173.00931;88.40374;192.05157;205.73036;104.92921;126.58179;161.56468;324.30773;4.58216;204.9982
832;999.9982;539.9982;649.9982;0;0;0;-10;57.77419;649.9982;115.79193;139.46713;205.3084;72.10404;253.97786;497.26277;112.57429;139.23498;4.85068;245.80484;167.45166;95.84082;136.67733;191.68568;119.66933;155.87354;157.46573;271.46378;3.55011;259.9982
833;313.75894;0;649.9982;0;299.9982;631.9982;50;829.9982;649.9982;109.55115;200.55383;185.80673;76.3489;338.27687;699.25486;142.51838;166.41148;5.12934;320.01451;128.65686;79.09413;173.71871;172.87408;122.58669;140.23092;165.63358;324.704;3.3024;199.9982
834;999.9982;0;649.9982;0;0;631.9982;-15;626.44828;649.9982;138.36259;199.34316;212.59669;69.38672;276.58921;712.57789;160.22603;152.9451;5.26781;259.51867;134.45406;91.23429;204.86384;173.61771;128.89446;141.48944;130.31273;292.24236;4.75375;14.9982
835;999.9982;0;649.9982;0;0;295.86858;-55;829.9982;649.9982;114.4896;230.32953;198.90995;85.92757;306.18138;612.96948;132.99565;198.73416;5.94678;277.63276;179.94946;101.11716;151.41456;161.26472;110.63028;141.13446;190.23046;399.02025;4.91628;304.9982
836;0;539.9982;177.49632;507.9982;0;631.9982;15;829.9982;649.9982;109.87504;184.74996;177.65722;79.95129;318.57348;573.09736;111.28318;149.04347;4.79392;341.65276;138.11709;99.37524;203.96563;216.30038;98.43394;166.27457;192.06514;347.30663;4.63869;234.9982
837;999.9982;539.9982;0;507.9982;299.9982;631.9982;-55;498.85992;0;140.09915;184.78967;212.468;66.32367;319.1778;707.29805;152.37661;192.29822;5.91987;314.08374;134.4028;95.90609;167.97949;161.60219;135.41855;146.11489;156.35364;358.26421;4.87014;304.9982
838;999.9982;539.9982;649.9982;0;299.9982;631.9982;20;358.94968;0;126.2081;206.38121;182.63487;92.81335;240.04905;667.3137;150.20461;139.69017;4.52284;268.97305;179.06352;87.35542;138.72813;174.58384;93.65824;154.8717;150.19242;350.81088;4.64242;-20.0018
839;0;539.9982;151.22555;507.9982;299.9982;631.9982;540;829.9982;0;123.87773;191.79718;210.64729;70.02529;258.99191;603.54505;150.22083;163.95191;6.12503;272.96733;142.81807;88.42697;168.63814;189.78282;106.91482;132.72007;177.9284;388.82271;3.98213;19.9982
840;999.9982;539.9982;97.22357;0;0;631.9982;40;0;649.9982;107.81651;167.27391;177.18437;61.94998;308.5077;484.58109;118.24607;176.55251;5.11558;216.16901;134.82021;82.88126;137.5232;200.35896;114.69531;131.21543;176.80965;301.26834;4.11462;209.9982
841;466.14734;539.9982;0;507.9982;299.9982;631.9982;525;0;0;121.7104;191.49996;136.163;61.59647;264.72923;529.33212;127.61884;119.76027;4.29939;221.11415;159.61403;68.80087;178.42396;165.46078;106.60411;105.24154;119.74693;261.12026;4.36873;34.9982
842;999.9982;539.9982;649.9982;0;0;631.9982;-30;86.58622;0;94.4037;188.84962;165.89485;76.0923;220.91565;652.75383;95.17182;151.79029;4.78004;275.4282;114.56956;78.80637;173.71369;148.76307;96.60609;139.53045;121.53949;293.73473;3.31116;279.9982
843;0;539.9982;649.9982;507.9982;0;631.9982;510;160.844;0;108.12459;158.69233;156.36473;71.97176;256.66088;651.40188;97.27614;126.26536;4.07831;208.26432;146.56195;90.82743;151.35801;137.95714;83.88227;102.44056;132.55341;303.10966;3.23455;49.9982
844;999.9982;539.9982;431.97742;507.9982;299.9982;0;-35;0;0;120.52973;187.1008;148.68702;82.17969;265.05091;457.37235;137.78437;125.94234;4.44101;236.73736;150.13772;86.17715;133.57678;142.79931;120.70648;133.78378;150.25288;283.75428;3.55391;284.9982
845;999.9982;0;356.81853;507.9982;0;0;505;0;649.9982;126.20032;133.06573;167.17093;64.02273;227.72858;484.17886;127.63671;121.02909;5.17765;253.06125;147.56326;91.36243;141.17953;181.33716;92.84736;149.07428;123.49585;375.03705;3.36097;54.9982
846;0;0;649.9982;507.9982;299.9982;631.9982;545;613.8637;0;135.39023;164.22406;204.86743;78.66137;273.11735;550.64545;131.13424;140.12928;4.9498;218.03674;157.8852;100.34564;175.33301;179.76732;106.97037;118.84491;162.57911;292.33852;4.64812;14.9982
847;999.9982;0;0;507.9982;299.9982;631.9982;545;0;519.99088;116.96694;198.67648;194.339;91.36508;332.95154;753.97174;138.10895;172.23488;6.71423;314.88943;166.38778;79.49298;168.92909;177.61216;128.86822;123.55912;173.46144;352.29661;5.24561;264.9982
848;999.9982;0;0;507.9982;299.9982;631.9982;535;643.30831;0;151.93662;214.68023;243.59832;91.79562;285.97984;583.31739;138.65058;156.21137;7.21451;330.51077;198.83356;115.19252;243.63892;226.52845;110.01349;142.61549;210.60374;360.55481;5.09447;274.9982
849;0;539.9982;649.9982;507.9982;299.9982;631.9982;535;94.38491;649.9982;168.39494;230.62214;197.86951;110.15575;334.46175;754.17961;179.61013;211.31251;5.45439;294.01897;168.66786;97.91667;241.28747;239.31538;129.29188;170.80015;215.63993;348.95615;4.38472;274.9982
850;999.9982;0;649.9982;0;0;631.9982;590;829.9982;402.014;130.30712;230.57393;218.27786;83.36617;413.12547;734.26752;163.53356;199.32597;6.76308;348.48243;203.7633;91.27514;235.21892;209.4686;133.06904;147.89122;219.78321;466.55938;4.17925;219.9982
851;0;539.9982;649.9982;507.9982;299.9982;631.9982;575;216.85032;649.9982;135.86187;218.67202;222.8655;87.16365;345.38214;679.81706;196.13084;178.75254;6.66839;400.25807;218.83851;109.33871;223.54721;246.11949;131.34975;171.72073;198.56446;446.91106;4.44203;234.9982
852;60.26837;539.9982;649.9982;507.9982;0;631.9982;50;829.9982;649.9982;170.03302;226.94566;196.24875;81.90276;301.6137;705.32615;173.13348;176.37184;7.20466;342.98256;213.81519;102.01645;249.59247;193.36531;156.23064;146.22993;160.38117;430.20838;5.87843;199.9982
853;783.21408;0;649.9982;507.9982;299.9982;0;545;829.9982;649.9982;154.94753;218.73867;201.15159;111.73324;416.01934;687.14149;155.16962;200.12662;6.99107;353.82414;223.08515;131.87098;232.33993;198.44855;150.86599;144.09338;213.62182;391.98297;5.11838;14.9982
854;637.24514;539.9982;649.9982;0;299.9982;631.9982;45;829.9982;649.9982;159.87482;225.00189;244.86748;89.4875;422.83579;741.36028;139.99953;183.40691;5.91485;287.60831;204.05338;94.78701;239.48713;253.04669;147.84211;155.81263;197.61137;357.64155;5.4852;-45.0018
855;999.9982;539.9982;540.2335;507.9982;299.9982;0;600;829.9982;0;175.60888;261.73917;185.39179;111.75061;347.77016;894.86851;167.62278;212.50295;6.21581;337.20381;220.27712;124.79991;218.29093;237.52456;161.39348;202.36962;165.50619;403.70336;4.90674;209.9982
856;519.37014;0;649.9982;0;0;631.9982;600;829.9982;149.9982;173.16176;197.92181;247.81431;79.58976;306.29957;493.89775;188.75953;223.70862;7.24683;295.60869;194.66821;93.45845;201.2598;240.78634;149.29201;194.7365;162.31725;154.73236;5.8894;209.9982
857;322.55333;539.9982;649.9982;507.9982;0;631.9982;-5;829.9982;649.9982;143.93883;180.17414;201.8489;76.63156;393.08142;828.0807;140.4288;182.79804;6.39889;379.84719;174.65643;92.9345;192.22152;187.70581;115.86145;141.45618;209.19775;399.60911;4.65341;4.9982
858;999.9982;539.9982;649.9982;0;299.9982;369.61995;-5;829.9982;649.9982;143.97045;223.74136;214.13853;107.89143;415.92567;718.92511;159.8343;221.93764;6.64626;302.01073;203.62421;127.89619;227.65965;226.65596;156.53355;187.35548;182.00225;422.06731;5.71506;4.9982
859;999.9982;22.16163;649.9982;507.9982;0;631.9982;-50;829.9982;649.9982;156.33688;203.51531;244.26069;81.01118;430.17523;901.8636;191.00339;188.55776;6.24256;288.33239;221.52133;120.4771;257.64833;185.75574;157.61111;201.81266;202.31667;409.14665;5.51283;299.9982
860;824.27505;0;649.9982;507.9982;0;0;590;829.9982;649.9982;166.45418;232.9472;250.67946;95.30836;313.02618;734.38738;148.57655;163.18262;6.82001;302.28438;163.78488;108.95632;184.12824;201.44479;161.36189;169.8605;175.11519;360.94138;4.14917;-30.0018
861;999.9982;0;416.5275;0;299.9982;631.9982;510;829.9982;649.9982;126.93005;238.51839;249.01498;109.75967;308.55834;844.55359;139.44965;217.58859;5.80374;356.13445;174.63016;98.15611;228.83431;220.65554;127.1097;178.49216;207.41683;465.71603;5.15741;49.9982
862;0;0;649.9982;507.9982;299.9982;631.9982;575;829.9982;308.50258;134.7768;220.42188;170.21262;103.60737;289.51459;711.74814;127.28263;198.2322;5.97135;373.12654;166.12968;119.05245;172.71042;208.44781;136.99384;179.13102;162.5016;475.55612;3.90098;234.9982
863;999.9982;0;0;507.9982;0;631.9982;540;352.95994;649.9982;130.05369;224.00384;226.2553;101.91702;326.82461;622.60617;167.51612;170.78899;4.85878;268.94737;142.70241;97.7894;210.66151;225.46098;148.86725;150.0561;186.93187;464.6168;4.59448;269.9982
864;999.9982;539.9982;0;507.9982;299.9982;631.9982;35;0;529.00941;157.82995;224.00639;223.28416;82.45252;262.26131;664.829;142.92512;150.12777;5.48908;296.72525;163.40022;95.63681;179.28591;204.17848;127.08517;146.79146;147.55457;407.59337;3.84858;214.9982
865;0;539.9982;649.9982;507.9982;0;631.9982;-35;829.9982;90.05733;109.02981;204.65703;160.09201;66.31841;245.853;656.07199;149.95185;125.67201;4.15166;318.17795;159.81452;101.65381;148.84787;150.35509;134.85314;164.66662;140.4888;386.21377;4.56116;284.9982
866;0;0;649.9982;507.9982;0;631.9982;-30;829.9982;540.45599;116.51625;195.89096;183.97842;65.30378;312.97886;645.23265;116.66753;128.07383;4.54528;271.56475;148.18063;76.82575;175.82287;145.79773;111.71991;152.31107;174.8845;313.01099;4.2803;279.9982
867;0;0;0;508;300;632;580;451.01127;650;139.91853;144.0956;153.26692;85.10188;277.94395;695.13364;115.66714;140.96625;4.47389;222.7861;171.28683;86.9485;135.07448;186.88702;109.49107;114.47703;152.2693;345.26991;4.24536;244.20195
868;999.9982;539.9982;551.50065;0;0;631.9982;-20;0;649.9982;142.80411;201.48589;193.30489;73.83374;228.06351;678.48584;145.93694;125.09725;5.38807;259.59951;133.86517;76.09994;137.10367;189.53115;122.53426;133.6029;158.39789;297.6932;4.52742;19.9982
869;0;0;526.92005;507.9982;0;631.9982;-10;829.9982;649.9982;137.12295;166.93229;209.21935;77.28765;316.9988;608.65184;140.68375;134.62231;5.24822;236.58981;145.03508;92.71396;155.71974;185.42016;128.1794;132.18172;166.46171;286.99367;4.25316;259.9982
870;148.6642;0;649.9982;507.9982;299.9982;0;530;829.9982;649.9982;142.67079;199.07292;191.22505;92.38321;297.32645;687.84717;108.93717;184.59562;5.10825;301.29292;166.38887;101.53917;209.07424;214.41719;101.00256;129.50747;133.93143;305.0765;3.76578;29.9982
871;999.9982;539.9982;184.07931;507.9982;299.9982;631.9982;-40;0;649.9982;154.68442;170.82602;234.73075;80.95021;388.01274;615.52193;143.54998;191.69663;5.14302;282.99625;210.79071;115.05638;216.98567;191.11688;106.9517;146.35963;165.91293;313.14356;4.86579;39.9982
872;999.9982;0;649.9982;507.9982;299.9982;631.9982;20;829.9982;150.54684;135.44964;174.73455;250.74537;105.91793;355.05455;841.75132;136.80791;180.28716;5.63764;316.25711;202.67834;92.14318;214.71777;249.13096;129.65811;145.31125;217.54256;476.11942;5.88724;229.9982
873;999.9982;0;649.9982;507.9982;0;631.9982;-15;788.56296;649.9982;168.88178;212.13623;247.06639;94.47444;303.81907;838.0695;171.22583;170.19412;6.34547;363.85601;183.58154;110.74341;248.23099;196.38401;124.85275;141.15072;210.46424;349.26799;4.90724;14.9982
874;899.9982;249.98846;649.9982;0;0;631.9982;530;829.9982;649.9982;135.96969;216.67521;262.0296;86.95171;352.68563;844.51505;250.91917;212.8538;5.06366;144.40789;212.14135;124.27979;185.49525;254.46437;166.97603;169.91261;220.30248;432.89288;105.76798;29.9982
875;999.9982;0;649.9982;0;0;631.9982;585;581.1781;649.9982;150.49491;207.85085;241.60539;80.91096;415.3462;887.00674;192.18951;223.19277;6.70718;324.50252;188.57251;111.27686;251.10401;179.84997;117.78706;137.4751;167.21474;350.78779;4.5366;224.9982
876;999.9982;0;649.9982;507.9982;299.9982;631.9982;40;269.91898;649.9982;156.45692;236.84064;234.70739;102.0113;353.04202;840.6416;142.77957;178.66597;6.56533;318.12664;203.28161;112.8614;180.64766;202.59698;156.1584;167.06198;162.02532;416.30582;5.61639;209.9982
877;303.94203;539.9982;649.9982;0;299.9982;631.9982;-45;829.9982;649.9982;165.31801;215.76281;238.34214;108.78522;338.13518;755.81557;140.88546;177.48392;5.51872;408.39551;157.77684;118.75084;185.77979;219.65803;134.73424;138.87996;204.32156;355.08062;5.03031;294.9982
878;999.9982;539.9982;649.9982;507.9982;299.9982;0;40;829.9982;396.34763;127.93972;206.3256;208.48487;113.42915;369.6442;737.75027;173.72569;209.2815;7.47396;326.60319;178.14909;93.38505;225.24149;225.71882;166.3417;189.44723;168.44283;408.35752;5.77719;-40.0018
879;172.72181;539.9982;649.9982;507.9982;299.9982;0;520;829.9982;649.9982;142.0362;217.00523;216.85994;101.59242;392.50469;870.28393;155.60465;180.81517;6.31095;346.45092;228.73023;92.38111;242.53683;244.06056;148.03921;135.8564;167.25449;479.20841;5.72711;289.9982
880;730.23515;539.9982;649.9982;507.9982;0;0;-35;829.9982;649.9982;137.05643;245.38135;177.4221;99.47156;327.62712;731.27136;162.95308;223.40616;5.16114;398.57139;155.24839;93.62551;221.73002;249.98877;117.15108;134.86274;158.23604;432.50205;5.0366;284.9982
881;799.9982;0;449.9982;507.9982;99.9982;631.9982;615;151.76809;0;59.12538;122.78597;174.08388;80.61659;280.68347;727.13504;233.54355;220.63019;5.73764;156.76132;192.59909;116.11756;193.55459;180.27823;159.26051;167.72632;209.14429;286.65564;205.88417;194.9982
882;999.9982;539.9982;649.9982;507.9982;0;0;550;670.98207;0;152.42225;178.24212;184.21369;94.56182;392.3378;709.96908;128.42092;160.73609;6.87236;374.76102;210.54337;106.88983;229.62272;253.26395;123.74823;143.30637;192.88216;449.54584;4.70339;259.9982
883;885.71223;339.9982;649.9982;0;0;0;515;829.9982;449.9982;165.2823;241.5132;183.58387;96.53503;340.63566;586.54313;192.14683;206.891;6.51739;350.3442;171.44246;120.81924;236.54417;187.33893;159.25857;166.83496;172.88679;337.83001;105.20327;294.9982
884;0;539.9982;476.37487;0;299.9982;631.9982;530;829.9982;649.9982;152.59236;204.97108;180.82519;82.75575;390.07912;840.16292;137.08571;161.06531;5.95522;377.72431;215.5282;104.76664;252.00603;227.6499;135.54614;180.7986;155.2913;345.40748;5.06;279.9982
885;0;540;0;508;300;632;580;728.77292;650;168.64018;196.06429;192.75436;86.60048;319.69231;850.34205;158.36942;181.74095;7.19401;343.72034;190.04496;108.0497;223.80946;210.75145;109.72998;161.42337;206.42575;366.74464;4.93281;243.74634
886;999.9982;0;119.40872;507.9982;299.9982;631.9982;530;0;649.9982;167.78365;184.23303;212.54181;103.49874;339.22169;666.32858;159.12454;166.33798;6.37842;253.05481;185.9487;107.05552;166.53951;209.23926;131.60441;125.50649;185.87678;320.49733;4.72927;29.9982
887;0;539.9982;649.9982;507.9982;0;631.9982;5;829.9982;602.60841;142.64703;227.79578;194.67685;99.71471;363.12059;806.9884;144.85417;193.99593;4.68658;275.34398;156.81196;91.25648;202.90641;204.64407;120.81996;170.56826;180.07617;348.37734;4.64693;244.9982
888;999.9982;0;0;507.9982;299.9982;631.9982;530;0;202.4102;139.94824;177.94586;216.34242;65.50786;322.68186;536.66725;139.67155;171.48694;6.26664;261.2604;196.4197;111.06645;147.19421;173.61999;107.56836;116.98489;186.7453;303.47643;3.86329;279.9982
889;999.9982;539.9982;38.30132;507.9982;0;0;525;0;649.9982;135.26139;195.60515;159.89297;64.21755;237.38583;633.4997;109.65853;168.23034;5.67677;254.91671;156.25501;86.90079;154.62326;153.27437;103.83644;141.17678;126.21367;340.25878;4.7857;34.9982
890;999.9982;539.9982;0;507.9982;299.9982;631.9982;-35;0;347.15916;136.43772;190.98463;182.82814;77.01793;336.98918;672.8114;153.12496;146.17344;5.2031;294.10908;141.87324;87.79116;185.23146;206.12631;93.86539;120.60503;128.4523;343.7539;3.64219;284.9982
891;999.9982;0;169.82573;507.9982;299.9982;631.9982;580;0;0;123.35177;151.81556;144.37357;60.08529;299.51917;487.73015;146.61551;124.36858;4.89184;258.87955;126.57158;98.85598;175.55199;190.20214;122.05072;114.99217;150.00036;324.10069;3.71744;-20.0018
892;0;539.9982;649.9982;507.9982;299.9982;0;35;829.9982;219.54834;142.89265;160.57407;151.17003;68.20623;229.77293;533.62229;113.40476;146.78335;4.88303;322.14227;150.52883;80.02257;190.84568;184.91455;106.97531;136.13125;118.08286;388.70419;3.23543;214.9982
893;999.9982;0;550.31392;0;299.9982;0;-35;829.9982;649.9982;123.76955;176.05628;186.86601;89.12193;332.24475;603.00545;149.52973;128.06854;4.10247;282.012;180.35235;72.34422;192.66669;186.45218;100.11109;159.76295;151.03073;388.30698;4.30957;284.9982
894;746.78514;539.9982;0;507.9982;299.9982;631.9982;505;0;0;145.42802;207.1449;200.74897;91.15396;343.31138;506.6829;147.80829;175.81435;6.03947;271.26244;160.14047;77.99186;178.89428;208.22301;127.99176;162.42512;136.31792;316.14712;3.91197;304.9982
895;999.9982;539.9982;0;507.9982;0;631.9982;575;0;314.68004;153.38735;171.80835;170.40737;73.41321;348.16124;728.93523;161.70294;169.79636;6.36835;327.16432;199.28007;96.63229;161.73695;214.38365;108.07486;150.9014;149.61099;334.46995;3.84537;234.9982
