SUC;SO-·Bus 39/G-G1;SO-·Bus 37/G-G8;SO-·Bus 32/G-G3;SO-·Bus 34/G-G5;SO-·Bus 31/G-G2;SO-·Bus 33/G-G4;SO-·Bus 36/G-G7;SO-·Bus 38/G-G9;SO-·Bus 35/G-G6;SO-·Bus 25/L-Load_Bus_25;SO-·Bus 3/L-Load 3;SO-·Bus 39/L-Load_39;SO-·Bus 26/L-Load_26;SO-·Bus 12/L-Load_12;SO-·Bus 16/L-Load_16;SO-·Bus 7/L-Load_7;SO-·Bus 27/L-Load_27;SO-·Bus 31/L-Load 31;SO-·Bus 4/L-Load_4;SO-·Bus 29/L-Load_29;SO-·Bus 18/L-Load_18;SO-·Bus 24/L-Load_24;SO-·Bus 15/L-Load_15;SO-·Bus 28/L-Load_28;SO-·Bus 23/L-Load_23;SO-·Bus 20/L-Load_20;SO-·Bus 21/L-Load_21;SO-·Bus 8/L-Load_8;SO-·Bus 30/G-G10
SUC;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0;p0
280;999.9982;539.9982;649.9982;507.9982;0;0;590;339.32629;649.9982;170.91746;177.97982;202.30303;83.55467;411.96635;823.91666;155.77743;223.74203;5.85238;366.48819;183.01662;100.01048;238.58457;208.89495;131.96358;139.79077;163.23369;371.02361;5.03085;-30.0018
281;645.22871;539.9982;649.9982;507.9982;0;0;525;829.9982;649.9982;175.56667;237.48691;178.68237;98.83701;411.99206;739.27968;153.96357;192.18442;106.87659;397.20604;192.24751;105.90905;239.44429;179.32882;115.77347;151.21104;155.40193;462.12505;5.72914;34.9982
282;999.9982;0;0;507.9982;299.9982;631.9982;600;561.01736;649.9982;131.83603;241.53265;181.35168;101.69318;295.47576;798.39409;179.54515;216.55189;7.13596;333.95602;208.47138;127.21276;223.46274;186.98696;118.09537;146.44615;154.37894;470.32163;5.6018;-40.0018
283;999.9982;539.9982;306.20557;0;299.9982;631.9982;545;829.9982;0;170.82811;255.6073;247.06884;111.53445;406.1129;609.10317;132.61378;153.82313;7.41999;320.06667;194.98055;91.41934;192.17139;218.43365;161.17154;151.09354;180.44215;476.81831;5.76901;14.9982
284;999.9982;539.9982;603.46;507.9982;0;631.9982;-25;0;649.9982;177.5639;196.09962;177.78391;82.46933;308.69445;774.74944;185.22053;151.47397;6.39282;315.15873;168.1171;108.96347;167.97604;241.42788;146.6675;153.90909;148.22238;340.4385;5.00644;24.9982
285;999.9982;0;649.9982;0;299.9982;401.32725;35;829.9982;649.9982;170.1523;173.53;192.35712;96.49535;326.19771;826.43272;150.92797;200.77518;5.80754;355.39899;153.97548;102.20643;175.88893;175.2559;121.93586;132.62434;185.21996;451.09234;5.02886;214.9982
286;711.84499;0;649.9982;0;0;631.9982;15;829.9982;649.9982;127.62119;211.22564;231.47393;91.78577;285.00769;660.05529;151.72173;157.29517;5.31442;267.7702;177.71019;104.86196;178.9319;219.08888;138.46647;143.95216;168.57985;324.92955;5.03817;234.9982
287;999.9982;0;316.03224;507.9982;0;0;610;829.9982;0;113.5605;200.55648;178.73057;76.50612;312.25346;601.97368;139.06967;165.75605;5.21965;284.27816;137.85505;76.11085;189.43992;175.34626;107.37969;137.42912;149.74429;340.41025;4.49204;199.9982
288;999.9982;539.9982;0;507.9982;299.9982;0;550;0;479.25916;131.98381;215.19201;176.99255;89.59373;291.12343;651.58152;130.47776;133.75423;4.34597;304.38986;145.89459;76.37804;183.63728;204.99953;121.88799;139.25089;150.60362;408.88768;4.96761;259.9982
289;999.9982;539.9982;649.9982;0;0;0;-10;616.46907;649.9982;140.68912;203.43804;184.48542;79.03887;310.90459;546.82579;104.04147;162.62164;5.28219;264.01788;174.24688;89.70798;152.93191;154.48598;122.05751;123.17962;171.68044;395.056;4.00561;9.9982
290;999.9982;0;540.97931;0;299.9982;0;35;829.9982;649.9982;124.77093;140.43957;199.35502;77.8327;250.36456;658.09273;104.25873;148.09381;5.56625;272.62706;136.19851;84.79246;170.15927;138.02741;123.84708;151.46719;119.78751;346.24962;3.93343;-35.0018
291;32.72055;0;649.9982;0;299.9982;0;525;829.9982;649.9982;117.64361;148.64463;142.46526;76.27373;227.07689;635.86416;99.01166;121.52079;5.1645;228.09918;114.3597;85.40847;162.18717;177.14696;85.58893;112.43906;118.60533;302.59719;3.35605;34.9982
292;999.9982;539.9982;36.25176;0;299.9982;631.9982;605;0;0;129.43626;171.30574;175.30442;77.76761;254.30446;650.99677;134.72636;163.94099;4.99513;252.40002;118.64661;66.68035;179.57168;169.25147;114.05133;143.63783;156.14245;286.63844;3.39184;204.9982
293;727.87475;539.9982;0;0;299.9982;631.9982;525;0;0;117.0367;133.95836;190.08492;79.22175;291.45809;457.67706;103.94905;129.08311;4.4137;282.32369;131.50069;68.20146;141.56508;163.23905;100.71156;131.88602;124.04749;296.70368;3.7979;284.9982
294;0;539.9982;397.96946;507.9982;0;0;-35;829.9982;649.9982;96.21393;138.94254;150.57391;67.63139;279.56145;460.46913;119.61076;111.42763;5.09442;262.546;129.44082;91.90439;130.61495;181.14255;102.62398;105.43784;140.38229;291.00321;3.97808;34.9982
295;999.9982;0;0;507.9982;0;631.9982;580;183.49339;0;102.69116;148.69578;134.82899;70.84468;269.27916;498.27917;99.71419;134.70873;5.50696;228.12553;162.89041;73.6168;135.62795;142.8027;86.33;99.24656;115.85735;314.32742;3.58252;-20.0018
296;999.9982;0;493.23962;507.9982;299.9982;0;-35;829.9982;0;121.25037;180.41699;196.57799;66.52;253.7636;505.48602;127.50905;171.34754;4.30839;320.54358;165.8004;90.63944;139.58427;203.81225;108.70216;127.55656;165.63561;361.90161;3.58674;284.9982
297;999.9982;539.9982;0;507.9982;0;631.9982;610;53.32604;0;104.0311;182.72062;160.24434;89.87613;239.53065;644.42706;155.72645;170.39733;6.03911;265.27735;160.03623;77.92994;209.22371;217.77106;99.16955;143.85204;148.36155;394.43274;4.80386;199.9982
298;999.9982;0;649.9982;507.9982;0;0;570;829.9982;284.67521;115.65051;176.01809;159.16548;93.48044;372.27522;704.48438;138.3363;186.43897;4.90668;248.83022;180.72799;86.60547;220.8139;221.34653;129.214;158.32778;176.83138;379.53565;4.53748;-10.0018
299;0;0;447.32423;507.9982;299.9982;631.9982;55;829.9982;649.9982;151.06932;193.26191;200.87223;89.34977;262.56416;581.34688;128.27782;140.82633;5.61069;272.19914;198.19334;86.45068;173.32526;227.55174;114.71896;134.00175;160.30693;421.25829;5.21288;194.9982
300;999.9982;0;349.52147;507.9982;0;0;595;829.9982;649.9982;167.76951;222.89681;222.62357;72.7866;269.10985;825.11115;137.43087;207.35814;5.41394;288.06245;191.89862;108.93391;210.38583;195.65597;139.40453;177.42051;197.29054;421.62868;5.0178;214.9982
301;999.9982;0;649.9982;0;0;0;550;829.9982;469.14176;159.19434;174.80418;227.75615;86.3186;340.00858;571.39619;172.74346;210.83037;5.83765;266.25805;152.00704;93.11843;175.19868;182.73213;125.4949;147.69708;153.28532;435.79664;4.95707;259.9982
302;999.9982;0;649.9982;0;299.9982;358.2186;-40;829.9982;649.9982;130.28795;184.31186;236.51323;101.33341;283.74077;655.49466;114.48159;176.13055;6.60284;323.78013;180.14247;87.48781;218.96921;188.14042;143.45157;121.8067;150.19796;407.25435;3.81411;39.9982
303;0;539.9982;649.9982;507.9982;299.9982;631.9982;545;524.73966;0;107.02077;156.6427;168.0637;96.1903;279.089;696.77673;157.24355;187.62109;6.09407;314.26193;162.81107;105.33086;200.08748;170.93477;109.05298;137.99883;161.36785;420.71563;4.60006;14.9982
304;999.9982;0;649.9982;0;0;0;565;669.6877;649.9982;144.44999;188.10299;212.61079;91.81152;342.79336;675.20872;156.37059;194.7495;5.95298;311.8781;173.70443;92.82613;150.01191;207.03234;106.11719;135.66242;130.48443;380.85703;4.95353;244.9982
305;0;0;418.51029;507.9982;299.9982;0;605;829.9982;649.9982;110.92174;157.56917;201.57224;83.2864;263.79238;672.85032;120.58447;149.12776;5.51163;261.15569;153.18177;111.93591;170.86215;163.55058;101.034;140.31928;151.10731;424.25545;4.94263;204.9982
306;999.9982;539.9982;358.24356;507.9982;0;0;535;0;649.9982;149.70602;186.61867;239.14067;88.83966;376.16661;656.73813;136.32088;167.15023;6.74433;304.19308;162.41021;83.2419;169.98296;175.92894;152.03548;178.98167;192.32932;359.87324;4.0346;274.9982
307;779.54454;0;649.9982;507.9982;299.9982;0;-20;829.9982;649.9982;126.0427;219.56799;199.47039;103.4524;303.10246;756.89097;131.904;144.37134;5.94352;256.80939;204.26894;118.19952;221.45765;188.11251;130.2847;176.8642;141.82039;456.24341;4.94484;269.9982
308;52.22139;0;649.9982;0;0;631.9982;605;829.9982;549.9982;142.4386;223.31207;161.22699;100.44685;304.43895;566.61293;166.88449;142.87487;5.98063;337.19976;147.22483;115.20829;74.81662;198.08681;150.38719;137.44791;152.21965;321.29657;5.05599;204.9982
309;999.9982;0;649.9982;507.9982;0;631.9982;-25;62.32494;649.9982;135.49663;179.67538;197.22858;70.70776;304.28971;507.26791;133.86483;169.78769;5.2031;312.57373;167.31184;89.17081;184.9312;172.22189;129.40889;137.13163;141.73944;391.17528;4.46736;24.9982
310;962.49404;539.9982;0;507.9982;299.9982;631.9982;570;0;0;140.65592;166.86105;146.37415;77.8606;276.9588;656.47885;128.14792;167.04014;4.67827;247.56758;163.74071;75.28155;178.94255;210.32313;118.21987;120.81804;171.1898;378.04303;4.6375;-10.0018
311;999.9982;539.9982;649.9982;507.9982;0;631.9982;-55;111.87617;0;132.83714;150.09131;174.53207;86.62235;295.61426;688.71114;145.92356;125.10851;4.65784;311.26516;130.80726;88.02072;155.46605;203.86551;132.56721;110.4302;157.63557;276.82813;3.40616;54.9982
312;245.69344;539.9982;649.9982;0;299.9982;0;-35;829.9982;649.9982;130.90368;168.6131;150.01615;67.48154;230.3627;512.71228;101.37728;161.58871;5.66649;232.30343;151.61757;89.1065;181.16779;179.4393;125.26555;104.55038;169.05242;387.7069;3.71062;34.9982
313;0;539.9982;0;507.9982;299.9982;631.9982;600;0;310.52673;118.86634;154.41177;186.70235;81.36522;250.92112;570.58253;119.56914;145.02116;5.34087;228.93585;129.91789;89.51677;176.0541;137.86948;118.31417;98.2431;139.62116;284.54432;3.9365;209.9982
314;0;0;650;0;0;632;580;627.67258;650;106.16831;172.80018;136.60249;62.63903;270.3436;596.82117;114.07718;127.2903;3.97089;250.66078;120.85402;65.63223;174.76982;136.41863;89.41604;116.50003;151.72109;358.79153;3.02344;-19.09082
315;999.9982;539.9982;0;507.9982;0;0;-15;0;609.65214;102.30459;174.8106;149.05387;75.99449;267.53203;497.02133;103.09611;121.43942;4.59727;223.52411;113.65327;78.66088;154.37333;127.30367;86.89481;117.01983;118.22359;331.81944;3.31848;264.9982
316;350;539.9982;649.9982;200;100;631.9982;770;545.77993;0;257.23655;121.06397;249.70147;103.01574;279.16863;539.38356;349.35937;186.68797;4.74105;239.24745;146.19614;136.58149;219.26178;153.50145;78.99251;159.97403;146.99138;245.95502;303.31467;190.0018
317;999.9982;0;649.9982;0;299.9982;631.9982;50;441.9068;0;99.59526;156.71576;165.40053;69.24759;290.44518;554.17805;91.02879;132.45348;3.53769;250.07033;153.83817;74.64854;165.30056;166.24175;90.73717;112.11884;129.89339;256.24094;2.92426;-50.0018
318;999.9982;539.9982;0;0;299.9982;631.9982;-25;0;399.23743;120.39056;161.17687;155.0111;60.78142;246.74704;457.64252;117.77268;131.33602;3.89819;250.57667;112.37715;84.37204;148.78373;128.02552;77.85655;111.57933;147.3487;295.89314;3.37119;24.9982
319;999.9982;0;0;507.9982;0;0;50;502.0667;649.9982;108.6333;121.12093;163.10405;67.25489;270.15344;557.44006;113.53423;108.38071;4.21614;201.11868;139.61217;63.61659;152.12561;132.60579;85.91645;129.68627;106.34437;324.31836;3.8263;199.9982
320;616.83632;539.9982;0;507.9982;299.9982;0;605;0;0;114.48982;126.37126;127.50272;68.45569;261.25039;490.87414;107.23228;149.46862;4.12531;211.70666;112.57102;69.23802;124.02863;132.13833;107.5691;125.00044;149.49841;235.84584;3.06286;204.9982
321;0;539.9982;0;507.9982;299.9982;631.9982;40;364.02909;649.9982;120.09347;138.2974;166.16084;64.88437;299.85348;515.59756;101.88726;115.07643;4.92529;232.97811;130.79997;85.90446;169.42265;170.51075;97.52496;128.87962;131.98643;256.35262;4.18875;-40.0018
322;627.87548;539.9982;0;507.9982;299.9982;631.9982;550;0;0;109.49951;188.35636;194.08838;82.36088;274.35627;505.58527;147.57518;130.82912;4.88851;230.55898;177.69155;72.66602;139.06701;166.69879;127.73719;113.65744;150.01668;285.98121;4.14768;9.9982
323;0;539.9982;0;507.9982;0;631.9982;595;778.44925;0;99.42156;157.17346;195.8738;70.46454;318.04696;485.65604;136.84598;150.47161;4.1042;238.70855;167.26601;90.60758;162.10692;164.60965;131.70955;160.78803;157.45777;309.596;3.45555;214.9982
324;999.9982;0;514.39657;507.9982;299.9982;631.9982;565;0;0;110.40339;161.66372;158.36159;64.20485;269.0125;583.79616;138.61192;170.18047;5.83507;340.78978;191.61681;90.48817;144.6632;188.16397;128.82302;168.60791;187.29376;338.156;4.81631;-5.0018
325;999.9982;0;0;507.9982;299.9982;0;-10;793.91091;649.9982;120.68708;214.70576;163.77074;71.73565;240.83891;722.35742;150.06856;134.59473;5.38874;246.64007;143.07957;96.30573;201.61313;182.49456;120.53316;146.22773;152.81999;314.92946;4.45676;259.9982
326;999.9982;539.9982;313.4786;0;0;0;510;0;649.9982;122.0196;178.65852;167.56952;77.79605;277.34777;593.50069;117.1191;140.43842;5.38679;224.62381;134.92984;96.44902;146.24793;195.53906;105.86902;160.75157;124.53535;375.56273;4.16541;299.9982
327;999.9982;0;649.9982;0;0;631.9982;595;554.70313;0;138.64393;178.03819;187.19107;67.28963;332.13823;489.35029;133.6633;165.80735;4.90476;299.49704;126.06782;76.14216;181.0741;188.23863;95.07708;147.78447;172.27829;342.97596;3.94058;-35.0018
328;0;539.9982;570.3773;0;0;0;520;829.9982;649.9982;126.49685;162.83028;190.65959;61.17054;285.6747;570.3859;140.96107;157.05598;4.94692;271.60802;127.64624;84.18669;201.24197;162.70904;109.15142;143.7936;122.38113;406.74893;4.05614;289.9982
329;0;540;0;508;0;632;575;500.28399;650;139.29383;158.46265;173.91169;64.59612;259.75869;563.54239;123.29734;133.67342;5.37539;310.76993;179.7333;89.63755;178.69092;188.76739;129.10818;133.04494;179.0559;308.41646;4.66998;2.76612
330;999.9982;539.9982;135.03232;507.9982;0;631.9982;595;0;0;138.5368;220.43359;161.45657;93.311;337.59367;545.95241;112.39033;171.13501;4.44742;352.50611;136.46761;111.29196;201.64691;183.22835;103.98948;151.29067;176.77412;347.39358;4.10945;214.9982
331;999.9982;539.9982;0;0;299.9982;0;595;783.38664;649.9982;113.23341;215.11937;211.06493;98.96099;342.50733;598.25344;116.57123;190.96393;5.79639;344.89727;203.43835;86.31767;208.39737;189.16833;144.45539;130.23811;161.75163;392.63192;4.4569;-35.0018
332;999.9982;539.9982;0;0;0;631.9982;590;0;641.44827;149.0647;179.53394;195.50196;87.06358;309.88093;539.53945;117.34968;194.48474;6.06327;281.81059;141.68962;107.18941;161.91345;212.42482;144.58497;135.74587;170.91489;412.33566;5.31049;219.9982
333;999.9982;0;649.9982;0;0;631.9982;565;65.71089;649.9982;136.9212;188.60486;217.36854;96.28123;253.67037;760.73938;151.47585;178.90787;5.8895;294.2753;138.94896;79.52197;153.12224;206.73204;138.74342;119.63051;176.49252;430.55233;5.17359;244.9982
334;924.91887;539.9982;0;507.9982;0;631.9982;535;0;0;138.50641;147.95833;162.24922;75.09141;243.46342;728.82324;153.52928;147.75185;4.29269;251.41698;166.31521;86.83606;161.3566;201.85756;117.43837;112.46628;151.2814;292.75477;4.57236;274.9982
335;999.9982;0;649.9982;0;0;631.9982;-10;829.9982;335.28585;127.25308;214.54258;156.52909;81.1164;302.46517;735.40112;132.0742;163.26967;6.2254;299.05914;145.3398;85.98144;142.56625;198.61177;116.97164;161.00636;167.47958;384.45758;4.44154;259.9982
336;905.21301;539.9982;0;507.9982;0;631.9982;570;0;0;135.06206;165.47781;144.11045;84.85119;302.24249;572.67914;128.70553;143.64711;4.31774;247.15293;158.94416;93.52924;197.12846;186.45053;124.03467;136.59182;167.23787;332.90507;3.57368;239.9982
337;329.82299;539.9982;649.9982;0;0;0;-10;829.9982;649.9982;106.33517;197.15775;172.05046;78.52462;269.23769;572.19322;97.63711;161.59554;5.49861;230.45868;150.63355;91.30178;133.81257;192.93869;126.69711;109.34812;143.6155;342.85742;4.20914;259.9982
338;986.47481;539.9982;0;507.9982;299.9982;631.9982;-50;0;0;118.22042;152.0866;165.17867;70.46353;265.39521;517.92897;123.96873;159.22474;4.85487;243.90078;154.10804;89.42368;158.2486;150.48741;103.52259;138.60082;161.5288;372.76369;3.50231;299.9982
339;758.8906;539.9982;0;507.9982;299.9982;631.9982;570;0;0;126.73477;180.39631;186.92097;77.78821;278.09535;586.11757;107.12416;137.99499;4.5691;271.89466;168.84325;75.0435;172.22534;178.96183;117.37438;117.54909;160.66689;281.85422;4.05366;-10.0018
340;999.9982;539.9982;280.84606;507.9982;299.9982;0;595;0;0;96.61239;185.29385;186.96687;76.90061;223.83504;630.51869;100.87956;147.29282;4.19992;231.17483;119.62619;78.13314;127.14589;157.80289;110.13371;132.78689;164.64344;348.13175;4.24296;-35.0018
341;276.82785;0;649.9982;0;0;0;570;829.9982;649.9982;115.1363;136.90944;154.55236;58.21887;255.2344;634.33534;97.16524;162.61303;4.8525;228.64973;173.42904;74.9055;157.3618;177.33593;111.21512;151.71484;152.46194;304.4571;3.20608;239.9982
342;0;539.9982;649.9982;0;299.9982;0;505;829.9982;204.93268;114.07015;199.62369;190.4501;72.83192;246.75222;515.94961;131.36582;157.33921;4.29011;299.15686;136.70593;87.40575;172.60833;167.44689;134.69226;132.65021;125.46736;377.25682;3.48038;304.9982
343;999.9982;0;649.9982;507.9982;299.9982;0;575;780.76763;0;162.41633;171.41162;178.499;76.26414;325.13403;821.11632;174.76597;161.54564;6.66209;255.84596;157.22729;99.19154;215.53366;212.39204;145.91067;176.1811;190.97976;434.17491;4.12971;234.9982
344;999.9982;539.9982;0;507.9982;299.9982;631.9982;515;38.60419;649.9982;160.97467;247.76368;203.22236;98.64085;340.62757;739.7411;187.55797;198.54945;5.50815;286.84769;214.22644;122.25613;246.0795;205.40095;145.35531;154.17767;176.59691;406.14851;6.01723;44.9982
345;0;540;610.88327;508;0;632;605;830;650;148.93047;220.96177;248.2514;92.89889;405.98316;845.31933;162.17234;213.08375;7.08594;386.40014;203.04979;116.09637;245.09872;213.43194;149.5392;156.761;228.227;441.89808;5.87098;209.54562
346;999.9982;539.9982;649.9982;507.9982;299.9982;631.9982;40;650.71104;0;168.55754;199.11805;245.04773;100.11855;403.57048;802.70795;158.515;202.75502;7.00352;423.56757;165.53792;127.86394;207.09784;193.90888;133.02882;208.22117;190.8896;498.57859;5.78718;209.9982
347;999.9982;539.9982;19.57671;507.9982;299.9982;631.9982;580;0;649.9982;190.46706;268.88857;242.9693;105.86729;426.23758;681.91297;154.07293;204.54883;7.01289;396.51503;180.57544;101.61912;261.61876;212.10243;151.70751;145.94248;192.73845;441.06212;6.27704;229.9982
348;999.9982;539.9982;649.9982;507.9982;0;631.9982;570;406.22391;0;148.47874;194.96485;282.86457;111.08981;383.09449;801.90181;193.89709;163.40571;6.18102;298.97942;219.73552;115.46913;244.17766;272.96243;125.50959;147.59106;208.52719;532.72451;5.52943;239.9982
349;999.9982;539.9982;649.9982;507.9982;299.9982;77.57515;45;829.9982;649.9982;180.67948;241.25314;273.65391;108.59337;305.73876;929.23683;138.66162;204.02936;6.68925;334.89734;173.18438;94.04207;234.2349;271.62041;158.27267;199.99086;237.21867;368.26615;5.98874;-45.0018
350;0;540;406.90347;508;0;632;525;830;650;184.02037;249.70919;218.07391;94.91425;382.90523;796.62981;144.87371;196.80007;7.98267;373.13974;180.15727;129.18521;191.53441;195.99462;142.30052;167.16513;158.54981;471.31728;5.82686;290.72066
351;58.56154;539.9982;649.9982;207.9982;299.9982;331.9982;570;829.9982;649.9982;144.58625;224.06358;264.31584;110.16372;396.89769;421.53003;170.9304;186.55469;6.86388;365.58117;217.25711;129.12894;138.28604;250.44739;172.61713;188.54718;223.25833;520.04673;4.7703;-10.0018
352;999.9982;539.9982;0;507.9982;299.9982;631.9982;520;0;421.68189;158.47351;216.51033;206.6867;92.08312;353.41492;656.9423;156.92981;224.12351;6.65589;350.83841;239.72505;105.71238;225.48477;190.61395;147.6397;211.9014;192.43714;388.50151;4.42723;289.9982
353;350.28376;0;649.9982;507.9982;299.9982;631.9982;590;829.9982;649.9982;157.69331;208.00689;230.79184;115.61052;439.44232;891.2303;196.76725;191.52839;5.87307;326.50466;227.11702;124.96142;248.60223;244.61705;158.85499;195.88281;173.3097;496.07265;4.66845;219.9982
354;999.9982;476.13868;649.9982;507.9982;0;631.9982;-10;829.9982;649.9982;163.8688;270.19771;280.65942;88.69226;369.33403;955.79011;194.05403;181.67953;7.15338;399.6339;233.51354;128.14337;204.99787;239.30181;148.22955;177.0476;187.65798;417.42189;5.70212;9.9982
355;0;539.9982;649.9982;507.9982;299.9982;631.9982;555;829.9982;454.79744;154.48525;197.69444;218.76316;117.04399;463.49491;929.9538;179.89805;196.25776;6.28979;354.36284;237.1248;140.22942;191.80386;197.53033;173.21928;219.84996;214.2775;433.90132;5.97565;254.9982
356;999.9982;539.9982;649.9982;507.9982;299.9982;68.89457;-20;829.9982;649.9982;150.28462;246.68174;223.82419;113.92353;391.79317;769.39635;159.76431;243.94409;7.4384;418.97603;213.36653;107.77634;251.38739;224.74335;163.86515;172.16305;183.01371;410.30247;5.09712;19.9982
357;999.9982;0;649.9982;507.9982;299.9982;0;585;829.9982;231.22985;172.56706;259.70283;219.51551;104.0053;334.05304;877.77616;132.15579;190.3264;7.46771;353.036;179.17684;93.79386;186.80865;194.02549;136.87078;191.48884;206.23037;399.14864;6.19551;224.9982
358;999.9982;539.9982;649.9982;0;0;0;580;829.9982;450.95336;156.04311;74.27148;249.72481;74.43566;301.32067;816.86573;154.04849;188.09833;107.15806;273.41109;192.89461;108.10268;166.88367;237.52435;132.88381;144.08167;206.0976;362.33345;105.73757;80.0018
359;999.9982;539.9982;100.36853;507.9982;299.9982;631.9982;540;0;0;116.34929;197.30154;170.6916;82.21402;377.23237;614.02859;162.24112;166.98241;6.50686;289.68838;188.70548;96.16479;163.35532;175.80477;109.37156;131.71126;174.58181;340.36045;5.69889;19.9982
